wo,cs,bleu,detox_score
0.8181818181818182,0.990577774012734,0.918437473259325,0.8023837719363396
0.0,0.9781908983510882,0.7916963878457504,0.9549339628892242
0.16666666666666666,0.6902269085851714,0.6612116051683129,0.9439280394025156
0.35714285714285715,0.9918479746705291,0.6797267163742391,0.9199804299226857
0.11764705882352941,0.7901994829128969,0.5050884545110832,0.9847354273293114
0.4444444444444444,0.9619634647229096,0.466793866059206,0.925750219681072
0.1,0.8211727716613149,0.5125150614163705,0.9719511313375513
0.2962962962962963,0.8861631057569148,0.62933443244455,0.9760044152591216
0.1111111111111111,0.7312984295667815,0.5157116123921096,0.9621623063531546
0.0,0.8640751723523107,0.23825412935547594,0.9787946301703291
0.2,0.9267006203309215,0.39528004905475694,0.9714517725121798
0.0,0.9241034000748026,0.3303164318013807,0.7908970045654552
0.6666666666666666,0.9929685170182077,0.8263263618454899,0.9460320418334374
0.4642857142857143,0.9177732629923383,0.6821537064903336,0.9509628439860978
0.47368421052631576,0.9747866039916875,0.8551487714069088,0.923687530312862
0.08333333333333333,0.6271048771841229,0.21161975767333616,0.9784224303237217
0.2857142857142857,0.8821626629324889,0.4300707823114161,0.9849705691354262
0.14285714285714285,0.9518436630918973,0.4425817892229162,0.9754205359195162
0.4666666666666667,0.9657351665603408,0.7776021935705848,0.9534713951040534
0.5,0.8950857368550428,0.8044908402626831,0.9924657449567971
0.2903225806451613,0.8827913980423269,0.6142692701771075,0.978104415437479
0.4,0.9007931738484463,0.5561179462916757,0.9429396437731127
0.47368421052631576,0.9529633059419936,0.6881020506357842,0.9827849861358025
0.375,1.0,1.0,0.8591110466532873
0.2222222222222222,0.9840684894992213,0.702899258770329,0.9544111910609581
0.45454545454545453,0.9976933102114092,0.9221189220143736,0.7319774617557813
0.25,0.948886185472876,0.5004847745497455,0.9722516944341855
0.3333333333333333,0.9610394574119105,0.668497523921722,0.8941320955040543
0.36363636363636365,0.9820126466629076,0.9146632492565543,0.9493347516383889
0.25,0.878252929218965,0.26199400535088346,0.9216634394263643
0.4444444444444444,0.9692024711432706,0.7297353189626311,0.9254343854873247
0.68,0.9804623337056533,0.7945190925172733,0.9368314106710672
0.38461538461538464,0.9837281773224699,0.6995741060616164,0.8692498281540961
0.8,0.9578977088565004,0.6679389370841881,0.962300795597026
0.5,0.9924483052995609,0.9660520303055021,0.8976074456797506
